"2022-04-22 11:51:25 [thread] INFO  i.p.CompanyModuleApplication - Starting CompanyModuleApplication using Java 1.8.0_311 on LAPTOP-9970T6TV with PID 22104 (D:\Spring\CompanyModule\target\classes started by Hp in D:\Spring\CompanyModule)
""2022-04-22 11:51:48 [thread] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
""2022-04-22 11:51:49 [thread] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
""2022-04-22 11:51:49 [thread] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
""2022-04-22 11:51:50 [thread] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
""2022-04-22 11:51:50 [thread] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
""2022-04-22 11:51:50 [thread] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
""2022-04-22 11:51:50 [thread] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1650608510875 with initial instances count: 0
""2022-04-22 11:51:50 [thread] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application COMPANY-MODULE with eureka with status UP
""2022-04-22 11:51:50 [thread] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1650608510886, current=UP, previous=STARTING]
""2022-04-22 11:51:50 [thread] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_COMPANY-MODULE/LAPTOP-9970T6TV:company-module:8081: registering service...
""2022-04-22 11:51:50 [thread] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
""2022-04-22 11:51:50 [thread] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8081
""2022-04-22 11:51:51 [thread] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_COMPANY-MODULE/LAPTOP-9970T6TV:company-module:8081 - registration status: 204
""2022-04-22 11:51:51 [thread] INFO  i.p.CompanyModuleApplication - Started CompanyModuleApplication in 28.7 seconds (JVM running for 31.222)
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: false
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
""2022-04-22 11:52:20 [thread] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
"
